Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,expend,sample
2023,Apr-Jun,Overseas residents,Air,China - Other,Miscellaneous,Independent,16-24,Male,1-3 nights,436.464,436.464,6546.958,1
2023,Apr-Jun,Overseas residents,Air,China - Other,Miscellaneous,Independent,25-34,Male,4-13 nights,1115.210,6691.258,574333.019,1
2023,Apr-Jun,Overseas residents,Air,China - Other,Miscellaneous,Independent,45-54,Male,1-3 nights,517.289,517.289,94146.590,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,0-15,Male,4-13 nights,1316.487,13164.868,1994477.471,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,16-24,Male,4-13 nights,1232.544,9860.355,3469612.319,2
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,16-24,Female,14-27 nights,1846.769,25854.767,3721239.687,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Male,1-3 nights,840.595,1681.190,138698.200,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Male,4-13 nights,3591.463,27655.569,5344988.678,4
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Male,14-27 nights,2259.941,44346.989,2330782.665,2
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Female,4-13 nights,3554.523,31400.794,8717457.715,4
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Female,14-27 nights,615.657,8619.191,193931.802,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,25-34,Female,6 months-year,1481.999,283061.756,2986227.424,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Male,1-3 nights,719.569,2158.708,190685.907,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Male,4-13 nights,6609.071,57817.025,12372672.684,7
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Male,14-27 nights,2572.312,54663.202,5250077.865,3
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Male,28-90 nights,1316.487,47393.524,5285694.421,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Female,4-13 nights,2387.019,22314.303,1840704.038,3
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,35-44,Female,14-27 nights,1579.785,22116.995,3183267.482,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,45-54,Male,1-3 nights,767.541,2302.622,139692.418,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,45-54,Male,4-13 nights,2566.539,22275.369,3991241.888,4
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,45-54,Male,14-27 nights,2266.568,40020.290,7256303.785,3
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,55-64,Male,4-13 nights,5786.122,46659.341,7362858.400,5
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,55-64,Male,14-27 nights,831.966,12479.485,1716345.177,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,55-64,Female,1-3 nights,615.657,1231.313,317063.105,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,55-64,Female,4-13 nights,1394.029,8364.172,950727.520,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,55-64,Female,14-27 nights,767.541,11513.111,548791.642,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,65 & over,Male,4-13 nights,1481.999,17783.985,763229.342,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,65 & over,Female,1-3 nights,615.657,1231.313,317063.105,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Independent,D/K,Male,1-3 nights,1316.487,3949.460,962351.836,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Non-Independent,25-34,Male,4-13 nights,1039.426,12473.108,266092.965,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Non-Independent,35-44,Male,1-3 nights,1316.487,1316.487,677990.692,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Non-Independent,35-44,Male,4-13 nights,615.657,6772.222,574407.527,1
2023,Apr-Jun,Overseas residents,Air,India,Holiday,Non-Independent,65 & over,Male,4-13 nights,831.966,3327.863,95676.052,1
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,25-34,Male,4-13 nights,5481.660,37635.680,5856243.911,6
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,25-34,Male,14-27 nights,2148.452,39293.742,3886684.179,2
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,25-34,Female,4-13 nights,1137.677,14789.800,3430095.987,1
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,35-44,Male,1-3 nights,2632.974,7898.921,4070577.123,2
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,35-44,Male,4-13 nights,4637.546,29547.566,8409753.147,6
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,35-44,Male,28-90 nights,1447.813,86771.624,14733999.384,2
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,35-44,Female,4-13 nights,2841.005,16377.799,2304387.976,4
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,45-54,Male,1-3 nights,767.541,1535.082,26863.927,1
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,45-54,Male,4-13 nights,1231.313,9850.504,1742307.934,2
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,45-54,Male,28-90 nights,1538.973,49247.137,4640003.732,1
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,45-54,Female,4-13 nights,1545.483,6181.931,4275860.424,2
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,D/K,Male,4-13 nights,616.272,6162.722,1059988.133,1
2023,Apr-Jun,Overseas residents,Air,India,Business,Independent,D/K,Male,6 months-year,719.569,140316.045,13343696.069,1
2023,Apr-Jun,Overseas residents,Air,India,Study,Independent,25-34,Male,4-13 nights,614.390,3686.343,995926.870,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,0-15,Male,6 months-year,1625.255,516830.980,8150652.084,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,0-15,Female,14-27 nights,767.541,15350.815,203398.301,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,16-24,Male,14-27 nights,3071.787,58625.926,2091031.373,3
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,16-24,Female,4-13 nights,1941.914,15666.577,154214.187,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,16-24,Female,14-27 nights,1316.487,35545.143,1336234.081,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,25-34,Male,1-3 nights,1580.256,3509.456,576250.852,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,25-34,Male,28-90 nights,1415.776,42473.282,729124.668,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,25-34,Female,1-3 nights,630.434,1891.302,639890.623,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,25-34,Female,4-13 nights,719.569,7195.695,338917.216,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,25-34,Female,14-27 nights,1393.599,26769.459,563789.156,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Male,4-13 nights,4966.711,40879.608,2096781.652,6
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Male,14-27 nights,4615.116,73450.700,5619961.732,6
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Male,28-90 nights,745.870,44752.182,757057.744,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Female,1-3 nights,1316.487,1316.487,184308.149,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Female,4-13 nights,3073.731,23850.946,1481282.924,3
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Female,14-27 nights,5019.605,95133.470,3813990.361,6
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,35-44,Female,28-90 nights,1542.650,74117.464,1687071.089,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Male,1-3 nights,777.942,777.942,11669.131,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Male,4-13 nights,6512.940,70362.272,4475699.855,5
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Male,14-27 nights,4342.210,79255.351,1829091.028,4
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Female,4-13 nights,1859.283,13014.363,2199217.416,3
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Female,14-27 nights,1332.445,28091.340,250857.866,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Female,28-90 nights,1047.728,55529.596,539580.036,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,45-54,Female,3-6 months,1316.487,151395.980,6602181.200,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Male,4-13 nights,719.569,4317.417,659125.626,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Male,14-27 nights,2896.272,41864.297,740655.764,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Male,28-90 nights,1655.698,124177.336,2868089.754,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Female,4-13 nights,840.595,4202.976,659867.193,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Female,28-90 nights,1635.070,60813.455,698884.679,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,55-64,Female,3-6 months,615.657,93579.790,317063.105,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Male,4-13 nights,616.272,5546.450,317380.168,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Male,14-27 nights,1767.298,37832.821,98466.411,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Male,3-6 months,719.569,106496.280,370578.272,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Female,4-13 nights,1714.600,13196.542,324304.073,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Female,14-27 nights,777.942,16336.784,167257.551,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Female,28-90 nights,3059.507,148172.807,300885.274,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,65 & over,Female,3-6 months,1316.487,209321.398,85571.641,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,D/K,#NULL!,14-27 nights,1047.728,14668.195,673689.249,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,D/K,Male,1-3 nights,710.684,2132.053,372398.539,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,D/K,Male,4-13 nights,1265.874,9364.226,697258.300,2
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,D/K,Male,28-90 nights,1047.728,32479.575,1056110.051,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Independent,D/K,Male,3-6 months,831.135,103891.817,2574854.791,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Non-Independent,35-44,Male,1-3 nights,1047.728,3143.185,549009.590,1
2023,Apr-Jun,Overseas residents,Air,India,VFR,Non-Independent,55-64,Male,4-13 nights,831.135,6649.076,715606.835,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,0-15,Male,1-3 nights,616.272,616.272,54231.951,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,16-24,Female,14-27 nights,616.272,15406.804,933652.338,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,25-34,Male,28-90 nights,716.788,24370.806,5028270.663,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,35-44,Male,1-3 nights,615.657,615.657,9234.848,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,35-44,Female,1-3 nights,781.329,781.329,25002.525,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,45-54,Male,4-13 nights,1316.487,7898.921,766195.306,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,45-54,Male,28-90 nights,615.657,32629.795,624891.362,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,45-54,Female,1-3 nights,846.926,846.926,294730.280,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,55-64,Male,4-13 nights,615.657,6772.222,1856204.389,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,65 & over,Male,1-3 nights,625.427,625.427,9381.411,1
2023,Apr-Jun,Overseas residents,Air,India,Miscellaneous,Independent,65 & over,Female,1-3 nights,616.272,616.272,80115.382,1
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,25-34,Male,Stay not known,#NULL!,#NULL!,182301.575,5
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,25-34,Female,Stay not known,#NULL!,#NULL!,49252.521,2
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,35-44,Male,Stay not known,#NULL!,#NULL!,0.000,3
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,45-54,Male,Stay not known,#NULL!,#NULL!,20590.514,4
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,55-64,Male,Stay not known,#NULL!,#NULL!,0.000,1
2023,Apr-Jun,Overseas residents,Air,India,Transit,Independent,65 & over,Male,Stay not known,#NULL!,#NULL!,0.000,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,16-24,Male,1-3 nights,1181.724,2363.448,254070.664,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,25-34,Male,4-13 nights,965.678,3862.710,167929.045,2
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,25-34,Male,14-27 nights,543.055,7602.765,1189289.614,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,25-34,Female,4-13 nights,1476.365,7381.827,1199830.853,2
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,25-34,Female,14-27 nights,436.900,7427.305,1754154.703,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,35-44,Male,1-3 nights,1806.675,5420.025,996400.908,3
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,35-44,Female,1-3 nights,1263.703,3791.108,334881.246,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,35-44,Female,4-13 nights,589.225,2946.125,540319.263,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,45-54,Male,1-3 nights,1091.040,3273.121,1107405.923,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,45-54,Male,4-13 nights,434.697,2173.484,657696.344,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,45-54,Female,4-13 nights,1806.238,13019.750,2368642.147,3
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,55-64,Male,4-13 nights,509.114,4072.910,2553205.228,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,55-64,Male,14-27 nights,436.464,6110.494,4589417.234,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,55-64,Female,4-13 nights,1529.243,8579.524,1762262.186,2
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,65 & over,Male,4-13 nights,509.114,2545.569,466857.267,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Independent,65 & over,Female,4-13 nights,933.311,5599.865,1413965.853,1
2023,Apr-Jun,Overseas residents,Air,Japan,Holiday,Non-Independent,25-34,Male,4-13 nights,436.464,3055.247,1108618.143,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,25-34,#NULL!,1-3 nights,589.225,1767.675,648736.650,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,25-34,Male,4-13 nights,436.464,2182.319,530303.561,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,25-34,Female,4-13 nights,436.464,3055.247,961093.367,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,35-44,Male,4-13 nights,1132.280,5615.227,1009432.515,2
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,35-44,Female,Nil Stay,626.210,0.000,9393.148,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,45-54,Male,1-3 nights,933.311,2799.932,3747242.838,1
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,45-54,Male,4-13 nights,872.928,3491.711,757264.755,2
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,55-64,Male,1-3 nights,1829.834,4398.461,1410575.243,2
2023,Apr-Jun,Overseas residents,Air,Japan,Business,Independent,65 & over,Male,1-3 nights,1081.707,1081.707,204442.663,1
2023,Apr-Jun,Overseas residents,Air,Japan,Study,Independent,25-34,Male,6 months-year,589.225,163215.306,3474659.424,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,25-34,Male,4-13 nights,933.311,9333.108,1132105.993,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,25-34,Female,4-13 nights,509.114,2545.569,109459.446,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,35-44,Male,4-13 nights,496.525,3972.202,571004.041,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,35-44,Female,28-90 nights,1119.974,36959.136,576786.514,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,45-54,Female,4-13 nights,436.464,3491.711,501933.411,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,55-64,Female,1-3 nights,2806.543,5613.086,1285396.643,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,55-64,Female,4-13 nights,436.464,3491.711,268425.259,1
2023,Apr-Jun,Overseas residents,Air,Japan,VFR,Independent,65 & over,Male,4-13 nights,933.311,8399.797,1413965.853,1
2023,Apr-Jun,Overseas residents,Air,Japan,Miscellaneous,Independent,16-24,Male,1-3 nights,436.464,436.464,93839.725,1
2023,Apr-Jun,Overseas residents,Air,Japan,Miscellaneous,Independent,45-54,Female,1-3 nights,509.114,509.114,140006.269,1
2023,Apr-Jun,Overseas residents,Air,Japan,Miscellaneous,Independent,55-64,Male,14-27 nights,509.114,9164.047,1534977.819,1
2023,Apr-Jun,Overseas residents,Air,Japan,Miscellaneous,Non-Independent,25-34,Male,6 months-year,742.777,201292.559,9436981.406,1
2023,Apr-Jun,Overseas residents,Air,Japan,Transit,Independent,25-34,Female,Stay not known,#NULL!,#NULL!,17096.085,1
2023,Apr-Jun,Overseas residents,Air,Japan,Transit,Independent,55-64,Male,Stay not known,#NULL!,#NULL!,9333.108,2
2023,Apr-Jun,Overseas residents,Air,Pakistan,Holiday,Independent,16-24,Female,4-13 nights,1247.464,12474.635,850770.141,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Holiday,Independent,25-34,Male,14-27 nights,1123.893,29221.225,1028362.340,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Holiday,Independent,35-44,Male,4-13 nights,1507.454,6029.816,625593.462,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Holiday,Independent,45-54,Male,4-13 nights,1439.070,12951.631,405817.787,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Holiday,Independent,45-54,Female,4-13 nights,841.561,7574.053,2116527.091,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Business,Independent,35-44,Male,4-13 nights,937.095,12182.237,1419699.167,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Business,Independent,35-44,Female,4-13 nights,841.161,8411.606,1274358.287,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,25-34,Male,28-90 nights,693.823,20814.691,10407.346,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,25-34,Female,14-27 nights,1774.633,30470.065,2729909.553,2
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,25-34,Female,28-90 nights,1132.871,88363.903,583428.331,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,35-44,Male,4-13 nights,666.353,8662.586,676348.047,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,35-44,Female,28-90 nights,549.635,45070.031,1765975.719,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,45-54,Male,4-13 nights,1682.321,19346.693,3950931.271,2
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,45-54,Male,14-27 nights,841.161,13458.569,643487.848,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,45-54,Female,28-90 nights,666.353,23322.346,1342700.804,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,55-64,Male,14-27 nights,1965.054,38445.842,1459800.676,2
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,55-64,Female,4-13 nights,666.353,5997.175,9995.291,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,65 & over,Male,14-27 nights,841.161,18505.533,222907.555,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,65 & over,Male,3-6 months,1565.261,202170.645,202494.417,2
2023,Apr-Jun,Overseas residents,Air,Pakistan,VFR,Independent,65 & over,Female,28-90 nights,841.161,40375.708,4218420.337,1
2023,Apr-Jun,Overseas residents,Air,Pakistan,Miscellaneous,Independent,35-44,Female,4-13 nights,1649.801,13198.409,3241859.098,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,Holiday,Independent,45-54,Male,4-13 nights,551.515,2757.573,284030.049,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,Business,Independent,35-44,Female,14-27 nights,551.515,7721.205,1938574.020,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,25-34,Male,28-90 nights,436.464,20513.800,443010.793,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,35-44,Male,4-13 nights,589.225,6481.474,509679.566,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,45-54,Male,14-27 nights,551.515,7721.205,3317360.664,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,45-54,Female,4-13 nights,549.085,3843.598,1271132.785,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,45-54,Female,14-27 nights,551.515,9927.264,1111302.035,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,55-64,Male,28-90 nights,551.515,17096.954,1111302.035,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,VFR,Independent,55-64,Female,4-13 nights,436.464,4364.638,50193.341,1
2023,Apr-Jun,Overseas residents,Air,Sri Lanka,Miscellaneous,Independent,55-64,Male,14-27 nights,551.515,8272.720,559787.377,1
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Independent,25-34,Male,4-13 nights,4429.925,31876.294,3955519.514,2
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Independent,25-34,Female,14-27 nights,1650.580,31361.025,3127849.560,1
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Independent,35-44,Female,4-13 nights,4238.765,37664.383,7267049.386,2
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Independent,45-54,Male,4-13 nights,2664.343,15986.060,2704308.554,1
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Independent,45-54,Female,4-13 nights,1574.421,14169.792,3773887.972,1
2023,Apr-Jun,Overseas residents,Air,Thailand,Holiday,Non-Independent,25-34,Male,28-90 nights,2120.422,67853.510,8102133.197,1
2023,Apr-Jun,Overseas residents,Air,Thailand,Study,Independent,D/K,#NULL!,4-13 nights,3197.215,38366.575,4846977.246,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,25-34,Male,14-27 nights,1902.179,33456.533,4663694.264,2
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,35-44,Male,4-13 nights,1449.516,13045.640,746500.483,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,45-54,Male,4-13 nights,1740.150,14598.193,2974822.592,2
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,55-64,Male,1-3 nights,507.235,1014.471,1529314.756,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,55-64,Male,4-13 nights,549.635,6045.980,557879.040,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,65 & over,Male,14-27 nights,1496.275,33669.124,816715.689,2
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,D/K,Female,14-27 nights,551.777,14346.215,849737.349,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Independent,D/K,Don't Know/NA,14-27 nights,2664.343,71937.272,4254956.414,1
2023,Apr-Jun,Overseas residents,Air,Thailand,VFR,Non-Independent,16-24,Male,4-13 nights,3197.215,28774.931,4086040.185,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,0-15,Male,28-90 nights,1077.997,42041.899,1669818.007,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,0-15,Female,1-3 nights,1570.804,4712.412,1280205.137,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Male,1-3 nights,2804.587,8413.761,602986.223,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Male,4-13 nights,767.418,5371.927,523379.150,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Male,14-27 nights,551.515,7721.205,1031332.409,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Female,4-13 nights,7891.700,58050.766,4855637.154,4
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Female,14-27 nights,528.777,8460.436,1241568.951,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,16-24,Female,6 months-year,1146.144,316335.627,13664323.730,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Male,1-3 nights,2687.324,8061.973,1690842.506,3
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Male,4-13 nights,7680.084,52127.269,10467122.076,9
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Male,14-27 nights,634.076,10779.300,1911740.547,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Male,28-90 nights,807.554,56528.780,8087653.359,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Female,1-3 nights,3072.588,5575.013,1144458.501,2
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Female,4-13 nights,1437.110,8288.579,3215054.102,2
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Female,14-27 nights,436.900,6553.504,312383.714,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,25-34,Female,28-90 nights,1942.316,60211.804,6823075.511,2
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,35-44,Male,1-3 nights,1804.741,5414.223,2734182.637,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,35-44,Male,4-13 nights,4400.515,28437.836,8323648.177,4
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,35-44,Male,14-27 nights,551.515,7721.205,1031332.409,1
2023,Apr-Jun,Overseas residents,Air,Other Asia,Holiday,Independent,35-44,Female,1-3 nights,2649.091,7947.274,1102840.041,3
